ActivityId;LapNumber;AverageHeartRateBpm;Calories;DistanceMeters;AvgRunCadence;AvgSpeed;MaxRunCadence;Intensity;MaximumHeartRateBpm;MaximumSpeed;StartTime;TotalTimeSeconds;TriggerMethod
09/07/2024 14:34:00;1;131;124;1609.34;79;2.4100000858306885;83;Active;145;2.8929998874664307;2024-09-07 14:34:00Z;667.852;Manual
09/07/2024 14:34:00;2;145;129;1609.34;80;2.565000057220459;82;Active;155;2.930000066757202;2024-09-07 14:45:09Z;627.475;Manual
09/07/2024 14:34:00;3;144;126;1609.34;80;2.365000009536743;82;Active;153;2.509999990463257;2024-09-07 14:55:37Z;680.392;Manual
09/07/2024 14:34:00;4;152;133;1609.34;81;2.38700008392334;84;Active;167;2.509999990463257;2024-09-07 15:06:57Z;674.25;Manual
09/07/2024 14:34:00;5;154;131;1609.34;81;2.4100000858306885;84;Active;165;2.818000078201294;2024-09-07 15:18:12Z;667.71;Manual
09/07/2024 14:34:00;6;148;123;1609.34;81;2.3299999237060547;85;Active;162;2.444999933242798;2024-09-07 15:29:19Z;690.723;Manual
09/07/2024 14:34:00;7;148;129;1609.34;82;2.388000011444092;84;Active;156;2.5290000438690186;2024-09-07 15:45:17Z;673.804;Manual
09/07/2024 14:34:00;8;149;127;1609.34;82;2.378999948501587;85;Active;157;2.5290000438690186;2024-09-07 15:56:31Z;676.347;Manual
09/07/2024 14:34:00;9;150;1;21.59;81;2.3580000400543213;81;Active;152;2.4539999961853027;2024-09-07 16:07:47Z;9.157;Manual
