ActivityId;LapNumber;TrackNumber;AltitudeMeters;DistanceMeters;RunCadence;Speed;HeartRateBpm;LatitudeDegrees;LongitudeDegrees;Time
09/07/2024 14:34:00;1;1;137.0;1.399999976158142;46;0.25200000405311584;91;38.716474855318666;-90.49201671034098;2024-09-07 14:34:00Z
09/07/2024 14:34:00;1;2;137.0;4.170000076293945;46;1.277999997138977;91;38.71646974235773;-90.49204789102077;2024-09-07 14:34:01Z
09/07/2024 14:34:00;1;3;137.0;12.609999656677246;46;1.781999945640564;90;38.7164680659771;-90.49214478582144;2024-09-07 14:34:04Z
09/07/2024 14:34:00;1;4;137.0;21.049999237060547;83;2.753000020980835;93;38.716464042663574;-90.4922416806221;2024-09-07 14:34:07Z
09/07/2024 14:34:00;1;5;137.0;27.190000534057617;83;2.7899999618530273;98;38.716460689902306;-90.49231208860874;2024-09-07 14:34:09Z
09/07/2024 14:34:00;1;6;137.0;35.5099983215332;83;2.7899999618530273;99;38.71646077372134;-90.49240789376199;2024-09-07 14:34:12Z
09/07/2024 14:34:00;1;7;137.0;46.150001525878906;82;2.7709999084472656;105;38.71645943261683;-90.49253018572927;2024-09-07 14:34:16Z
09/07/2024 14:34:00;1;8;137.0;53.31999969482422;82;2.697000026702881;108;38.7164524756372;-90.49261199310422;2024-09-07 14:34:19Z
09/07/2024 14:34:00;1;9;137.0;55.66999816894531;81;2.6689999103546143;109;38.71645515784621;-90.4926388990134;2024-09-07 14:34:20Z
09/07/2024 14:34:00;1;10;137.0;67.5;80;2.546999931335449;111;38.71645457111299;-90.49277460202575;2024-09-07 14:34:25Z
09/07/2024 14:34:00;1;11;137.0;71.68000030517578;79;2.500999927520752;110;38.716428838670254;-90.49280905164778;2024-09-07 14:34:27Z
09/07/2024 14:34:00;1;12;137.0;74.73999786376953;80;2.4539999961853027;113;38.716403944417834;-90.49282422289252;2024-09-07 14:34:28Z
09/07/2024 14:34:00;1;13;137.0;80.66999816894531;81;2.434999942779541;114;38.71635130606592;-90.49283620901406;2024-09-07 14:34:30Z
09/07/2024 14:34:00;1;14;137.0;94.55000305175781;81;2.444999933242798;115;38.716228511184454;-90.4928653780371;2024-09-07 14:34:36Z
09/07/2024 14:34:00;1;15;137.0;108.30999755859375;80;2.4730000495910645;114;38.71611686423421;-90.49290929920971;2024-09-07 14:34:42Z
09/07/2024 14:34:00;1;16;137.0;110.68000030517578;80;2.4630000591278076;114;38.716110829263926;-90.49293545074761;2024-09-07 14:34:43Z
09/07/2024 14:34:00;1;17;137.0;115.36000061035156;79;2.4539999961853027;114;38.71611502021551;-90.49298917874694;2024-09-07 14:34:45Z
09/07/2024 14:34:00;1;18;137.0;121.5999984741211;77;2.4539999961853027;114;38.71613932773471;-90.49305363558233;2024-09-07 14:34:47Z
09/07/2024 14:34:00;1;19;137.0;139.77000427246094;80;2.4730000495910645;116;38.71626597829163;-90.49318606965244;2024-09-07 14:34:53Z
09/07/2024 14:34:00;1;20;137.0;155.0;79;2.575000047683716;115;38.716374691575766;-90.49328070133924;2024-09-07 14:34:59Z
09/07/2024 14:34:00;1;21;137.0;175.7100067138672;80;2.4730000495910645;115;38.71656051836908;-90.49325597472489;2024-09-07 14:35:07Z
09/07/2024 14:34:00;1;22;137.0;190.60000610351562;80;2.434999942779541;117;38.71669295243919;-90.49323166720569;2024-09-07 14:35:13Z
09/07/2024 14:34:00;1;23;137.0;195.02000427246094;80;2.4170000553131104;120;38.71673259884119;-90.49322462640703;2024-09-07 14:35:15Z
09/07/2024 14:34:00;1;24;137.0;200.10000610351562;80;2.4260001182556152;117;38.71677819639444;-90.4932190105319;2024-09-07 14:35:17Z
09/07/2024 14:34:00;1;25;137.0;210.1300048828125;80;2.490999937057495;120;38.71686696074903;-90.49319562502205;2024-09-07 14:35:21Z
09/07/2024 14:34:00;1;26;137.0;214.92999267578125;80;2.509999990463257;120;38.71690979227424;-90.49318766221404;2024-09-07 14:35:23Z
09/07/2024 14:34:00;1;27;137.0;223.35000610351562;79;2.509999990463257;117;38.71698271483183;-90.49316234886646;2024-09-07 14:35:27Z
09/07/2024 14:34:00;1;28;137.0;228.94000244140625;79;2.509999990463257;121;38.71703250333667;-90.49315094947815;2024-09-07 14:35:29Z
09/07/2024 14:34:00;1;29;137.0;233.5500030517578;80;2.5190000534057617;124;38.71707349084318;-90.49314172938466;2024-09-07 14:35:31Z
09/07/2024 14:34:00;1;30;137.0;250.4499969482422;80;2.546999931335449;123;38.71722302399576;-90.49310208298266;2024-09-07 14:35:38Z
09/07/2024 14:34:00;1;31;137.0;268.30999755859375;79;2.556999921798706;126;38.71737808920443;-90.49304994754493;2024-09-07 14:35:45Z
09/07/2024 14:34:00;1;32;137.0;270.3599853515625;79;2.556999921798706;126;38.71739611029625;-90.49304408021271;2024-09-07 14:35:46Z
09/07/2024 14:34:00;1;33;137.0;290.510009765625;80;2.546999931335449;126;38.7175730522722;-90.49299253150821;2024-09-07 14:35:55Z
09/07/2024 14:34:00;1;34;137.0;297.5899963378906;79;2.5290000438690186;126;38.7176335696131;-90.49296679906547;2024-09-07 14:35:58Z
09/07/2024 14:34:00;1;35;137.0;318.6000061035156;80;2.4539999961853027;126;38.717817049473524;-90.49290938302875;2024-09-07 14:36:08Z
09/07/2024 14:34:00;1;36;137.0;321.2099914550781;80;2.4539999961853027;127;38.71784018352628;-90.49290351569653;2024-09-07 14:36:09Z
09/07/2024 14:34:00;1;37;137.0;339.42999267578125;80;2.4170000553131104;127;38.718001283705235;-90.49286311492324;2024-09-07 14:36:17Z
